"names","Formula","aicc","k","logL","delta.aic"
"model1906","Surv(Erad_Time, Event) ~ dist + Buffer + public + private + maori + privNumb + maoriNumb + public:private","763.302005012309","14","-366.140211139248","27.7643193528546"
"model688","Surv(Erad_Time, Event) ~ dist + SS + public + maori + maoriNumb + public:maori","763.311656446147","10","-370.886597453843","27.7739707866918"
"model2158","Surv(Erad_Time, Event) ~ dist + area + SS + landing + public + private + privNumb + maoriNumb + area:privNumb","763.318802744434","17","-362.409401372217","27.7811170849789"
"model246","Surv(Erad_Time, Event) ~ dist + area + private + maoriNumb","763.346196876928","8","-373.176546714326","27.808511217473"
"model1711","Surv(Erad_Time, Event) ~ dist + area + SS + landing + maori + privNumb + maoriNumb + area:privNumb","763.408380253374","16","-363.718788666833","27.8706945939188"
"model1816","Surv(Erad_Time, Event) ~ dist + area + landing + public + maori + privNumb + maoriNumb + public:maori","763.42620152379","14","-366.202309394989","27.8885158643353"
"model1801","Surv(Erad_Time, Event) ~ dist + area + landing + public + private + maori + privNumb + area:privNumb + public:private","763.438876502915","15","-364.980307816675","27.9011908434603"
"model1300","Surv(Erad_Time, Event) ~ dist + SS + private + maori + privNumb + maoriNumb","763.484271519871","12","-368.635752781212","27.9465858604158"
"model1281","Surv(Erad_Time, Event) ~ dist + SS + landing + private + maori + privNumb + private:maori","763.520632257767","11","-369.830738664095","27.9829465983125"
"model2040","Surv(Erad_Time, Event) ~ area + Buffer + public + private + maori + privNumb + maoriNumb + public:private:maori","763.531306354525","21","-357.265653177263","27.9936206950705"
"model1277","Surv(Erad_Time, Event) ~ dist + SS + landing + public + maori + maoriNumb","763.540761579691","10","-371.001150020615","28.0030759202366"
"model1324","Surv(Erad_Time, Event) ~ dist + Buffer + public + private + maori + privNumb + public:maori","763.599274276779","11","-369.870059673601","28.0615886173246"
"model621","Surv(Erad_Time, Event) ~ dist + area + public + private + privNumb","763.606396826749","9","-372.178198413374","28.0687111672938"
"model1873","Surv(Erad_Time, Event) ~ dist + SS + landing + public + private + maori + maoriNumb","763.616975593177","11","-369.8789103318","28.0792899337223"
"model13","Surv(Erad_Time, Event) ~ dist + SS","763.625103075831","4","-377.678323349996","28.0874174163757"
"model1323","Surv(Erad_Time, Event) ~ dist + Buffer + public + private + maori + privNumb + public:private","763.637947468231","11","-369.889396269327","28.1002618087766"
"model1878","Surv(Erad_Time, Event) ~ dist + SS + landing + public + private + privNumb + maoriNumb","763.65223687485","13","-367.526118437425","28.1145512153951"
"model276","Surv(Erad_Time, Event) ~ dist + Buffer + landing + public","763.656228062323","6","-375.542399745447","28.1185424028683"
"model691","Surv(Erad_Time, Event) ~ dist + SS + private + maori + privNumb + private:maori","763.669264616599","10","-371.065401539069","28.1315789571438"
"model1811","Surv(Erad_Time, Event) ~ dist + area + landing + public + private + privNumb + maoriNumb + area:privNumb","763.682153581002","16","-363.855675330647","28.1444679215468"
"model2235","Surv(Erad_Time, Event) ~ dist + SS + Buffer + landing + public + private + maori + maoriNumb + public:private:maori","763.690264139287","20","-358.687237332801","28.1525784798321"
"model1121","Surv(Erad_Time, Event) ~ dist + area + SS + private + maori + privNumb","763.713475343071","10","-371.087506902305","28.1757896836162"
"model2163","Surv(Erad_Time, Event) ~ dist + area + SS + landing + public + maori + privNumb + maoriNumb + public:maori","763.737853610651","15","-365.129796370543","28.2001679511961"
"model1325","Surv(Erad_Time, Event) ~ dist + Buffer + public + private + maori + privNumb + private:maori","763.745509103332","11","-369.943177086877","28.2078234438769"
"model1112","Surv(Erad_Time, Event) ~ dist + area + SS + public + private + maoriNumb + public:private","763.766176001588","11","-369.953510536005","28.2284903421333"
"model2289","Surv(Erad_Time, Event) ~ area + SS + Buffer + public + private + maori + privNumb + maoriNumb + public:private:maori","763.806801935992","22","-356.040805548149","28.2691162765371"
"model619","Surv(Erad_Time, Event) ~ dist + area + public + private + maori + private:maori","763.84673696059","8","-373.426816756157","28.3090513011354"
"model1117","Surv(Erad_Time, Event) ~ dist + area + SS + public + maori + maoriNumb","763.850242743722","10","-371.15589060263","28.3125570842672"
"model219","Surv(Erad_Time, Event) ~ dist + area + SS + privNumb","763.850331066314","8","-373.428613809019","28.312645406859"
"model1119","Surv(Erad_Time, Event) ~ dist + area + SS + public + privNumb + maoriNumb","763.909790046363","12","-368.848512044458","28.3721043869081"
"model1558","Surv(Erad_Time, Event) ~ SS + Buffer + landing + public + private + maori + public:private:maori","763.910519544554","16","-363.969858312423","28.3728338850991"
"model574","Surv(Erad_Time, Event) ~ dist + area + SS + privNumb + maoriNumb","763.940385800555","11","-370.040615435489","28.4027001411006"
"model627","Surv(Erad_Time, Event) ~ dist + area + public + maori + privNumb","763.941747633992","9","-372.345873816996","28.4040619745371"
"model674","Surv(Erad_Time, Event) ~ dist + SS + landing + maori + maoriNumb","763.962905684654","9","-372.356452842327","28.425220025199"
"model560","Surv(Erad_Time, Event) ~ dist + area + SS + public + private + public:private","763.988657732371","8","-373.497777142048","28.4509720729163"
"model2371","Surv(Erad_Time, Event) ~ dist + area + Buffer + landing + public + private + maori + privNumb + maoriNumb + public:private:maori","764.016504335573","23","-354.762098321632","28.4788186761177"
"model61","Surv(Erad_Time, Event) ~ dist + area + SS","764.019099397595","5","-376.806846996095","28.4814137381403"
"model1709","Surv(Erad_Time, Event) ~ dist + area + SS + landing + private + privNumb + maoriNumb + area:privNumb","764.021986719532","16","-364.025591899912","28.4843010600777"
"model258","Surv(Erad_Time, Event) ~ dist + SS + landing + public","764.060002701665","6","-375.744287065118","28.5223170422101"
"model2390","Surv(Erad_Time, Event) ~ area + SS + Buffer + landing + public + private + maori + privNumb + maoriNumb + area:privNumb + public:private:maori","764.071791752265","26","-350.508336821014","28.5341060928104"
"model249","Surv(Erad_Time, Event) ~ dist + area + maori + maoriNumb","764.08573232328","8","-373.546314437502","28.5480466638256"
"model617","Surv(Erad_Time, Event) ~ dist + area + public + private + maori + public:private","764.086066934196","8","-373.54648174296","28.548381274741"
"model1880","Surv(Erad_Time, Event) ~ dist + SS + landing + public + maori + privNumb + maoriNumb","764.08964037091","13","-367.744820185455","28.5519547114556"
"model618","Surv(Erad_Time, Event) ~ dist + area + public + private + maori + public:maori","764.109826366119","8","-373.558361458921","28.5721407066638"
"model2359","Surv(Erad_Time, Event) ~ dist + area + SS + landing + public + private + maori + privNumb + maoriNumb + public:maori","764.11808773294","16","-364.073642406616","28.5804020734854"
"model1292","Surv(Erad_Time, Event) ~ dist + SS + public + private + maori + maoriNumb + public:private","764.118803986908","11","-370.129824528665","28.5811183274531"
"model1836","Surv(Erad_Time, Event) ~ dist + SS + Buffer + landing + public + private + maori + public:private:maori","764.135846515807","17","-362.817923257903","28.598160856352"
"model1193","Surv(Erad_Time, Event) ~ dist + area + landing + public + maori + maoriNumb + public:maori","764.158683711963","11","-370.149764391193","28.620998052508"
"model1296","Surv(Erad_Time, Event) ~ dist + SS + public + private + privNumb + maoriNumb","764.164626864338","12","-368.975930453446","28.6269412048832"
"model71","Surv(Erad_Time, Event) ~ dist + SS + landing","764.185022930039","5","-376.889808762317","28.6473372705841"
"model37","Surv(Erad_Time, Event) ~ Buffer + landing","764.245536990822","4","-377.988540307491","28.707851331367"
"model79","Surv(Erad_Time, Event) ~ dist + Buffer + private","764.26196459288","5","-376.928279593737","28.724278933425"
"model707","Surv(Erad_Time, Event) ~ dist + Buffer + landing + maori + maoriNumb","764.274043090602","9","-372.512021545301","28.7363574311476"
"model1205","Surv(Erad_Time, Event) ~ dist + area + landing + maori + privNumb + maoriNumb + area:privNumb","764.34695624965","15","-365.434347690042","28.8092705901952"
"model1108","Surv(Erad_Time, Event) ~ dist + area + SS + public + private + privNumb + area:privNumb","764.34913012686","13","-367.87456506343","28.8114444674055"
"model1882","Surv(Erad_Time, Event) ~ dist + SS + landing + private + maori + privNumb + maoriNumb","764.351106898808","13","-367.875553449404","28.8134212393535"
"model247","Surv(Erad_Time, Event) ~ dist + area + maori + privNumb","764.367787492653","8","-373.687342022189","28.8301018331981"
"model1197","Surv(Erad_Time, Event) ~ dist + area + landing + private + maori + privNumb + area:privNumb","764.375468236542","13","-367.887734118271","28.8377825770874"
"model1871","Surv(Erad_Time, Event) ~ dist + SS + landing + public + private + maori + privNumb + private:maori","764.415369952256","12","-369.101301997405","28.8776842928012"
"model234","Surv(Erad_Time, Event) ~ dist + area + landing + maoriNumb","764.420522439694","8","-373.713709495709","28.8828367802396"
"model1109","Surv(Erad_Time, Event) ~ dist + area + SS + public + private + privNumb + public:private","764.446239825952","11","-370.293542448187","28.908554166497"
"model236","Surv(Erad_Time, Event) ~ dist + area + public + private + public:private","764.506013827882","7","-374.869445270105","28.9683281684268"
"model1127","Surv(Erad_Time, Event) ~ dist + area + SS + private + privNumb + maoriNumb","764.522222597307","12","-369.15472831993","28.984536937852"
"model564","Surv(Erad_Time, Event) ~ dist + area + SS + public + privNumb + area:privNumb","764.578997486399","12","-369.183115764476","29.0413118269437"
"model1869","Surv(Erad_Time, Event) ~ dist + SS + landing + public + private + maori + privNumb + public:private","764.585520981355","12","-369.186377511954","29.0478353219006"
"model1803","Surv(Erad_Time, Event) ~ dist + area + landing + public + private + maori + privNumb + area:privNumb + private:maori","764.636754200757","15","-365.579246665596","29.0990685413021"
"model271","Surv(Erad_Time, Event) ~ dist + SS + private + privNumb","764.637360081761","8","-373.822128316743","29.0996744223063"
"model2090","Surv(Erad_Time, Event) ~ dist + area + SS + Buffer + landing + public + private + maori + public:private:maori","764.646292623207","18","-361.78981297827","29.108606963752"
"model1017","Surv(Erad_Time, Event) ~ Buffer + landing + public + maori + maoriNumb + public:maori","764.654396227408","10","-371.557967344473","29.116710567953"
"model1813","Surv(Erad_Time, Event) ~ dist + area + landing + public + private + privNumb + maoriNumb + area:privNumb + public:private","764.680628288314","17","-363.090314144157","29.1429426288591"
"model2313","Surv(Erad_Time, Event) ~ area + Buffer + landing + public + private + maori + privNumb + maoriNumb + area:privNumb + public:private:maori","764.683229540559","25","-352.26348977028","29.1455438811046"
"model217","Surv(Erad_Time, Event) ~ dist + area + SS + private","764.693932177321","6","-376.061251802946","29.156246517866"
"model1802","Surv(Erad_Time, Event) ~ dist + area + landing + public + private + maori + privNumb + area:privNumb + public:maori","764.694035240998","15","-365.607887185716","29.1563495815433"
"model1287","Surv(Erad_Time, Event) ~ dist + SS + public + private + maori + privNumb + public:private","764.732567687152","11","-370.436706378787","29.1948820276967"
"model2220","Surv(Erad_Time, Event) ~ dist + area + landing + public + private + maori + privNumb + maoriNumb + private:maori","764.735302105964","15","-365.628520618199","29.1976164465087"
"model1870","Surv(Erad_Time, Event) ~ dist + SS + landing + public + private + maori + privNumb + public:maori","764.741488072713","12","-369.264361057633","29.2038024132577"
"model279","Surv(Erad_Time, Event) ~ dist + Buffer + landing + privNumb","764.772507665386","8","-373.889702108555","29.2348220059311"
"model721","Surv(Erad_Time, Event) ~ dist + Buffer + public + maori + maoriNumb + public:maori","764.816877613212","10","-371.639208037375","29.2791919537572"
"model1712","Surv(Erad_Time, Event) ~ dist + area + SS + public + private + maori + privNumb","764.844936980148","11","-370.492891025285","29.3072513206936"
"model1313","Surv(Erad_Time, Event) ~ dist + Buffer + landing + public + maori + maoriNumb","764.862345029176","10","-371.661941745357","29.3246593697214"
"model1203","Surv(Erad_Time, Event) ~ dist + area + landing + private + privNumb + maoriNumb + area:privNumb","764.86532938595","15","-365.693534258193","29.3276437264955"
"model1820","Surv(Erad_Time, Event) ~ dist + area + landing + private + maori + privNumb + maoriNumb + private:maori","764.930580651399","14","-366.954498958793","29.3928949919439"
"model1115","Surv(Erad_Time, Event) ~ dist + area + SS + public + maori + privNumb + public:maori","764.931293138254","11","-370.536069104338","29.3936074787991"
"model568","Surv(Erad_Time, Event) ~ dist + area + SS + private + privNumb","764.932105782163","9","-372.841052891082","29.3944201227083"
"model1118","Surv(Erad_Time, Event) ~ dist + area + SS + public + maori + maoriNumb + public:maori","764.940860329361","11","-370.540852699892","29.4031746699065"
"model2219","Surv(Erad_Time, Event) ~ dist + area + landing + public + private + maori + privNumb + maoriNumb + public:maori","764.948122154245","15","-365.73493064234","29.4104364947897"
"model1876","Surv(Erad_Time, Event) ~ dist + SS + landing + public + private + maori + maoriNumb + private:maori","764.953522857513","12","-369.370378450033","29.4158371980578"
"model1699","Surv(Erad_Time, Event) ~ dist + area + SS + landing + public + maori + maoriNumb + public:maori","765.010181882905","12","-369.398707962729","29.4724962234499"
"model250","Surv(Erad_Time, Event) ~ dist + area + privNumb + maoriNumb","765.021489724791","10","-371.741514093165","29.4838040653359"
"model289","Surv(Erad_Time, Event) ~ dist + Buffer + private + privNumb","765.038159509916","8","-374.02252803082","29.5004738504613"
"model2360","Surv(Erad_Time, Event) ~ dist + area + SS + landing + public + private + maori + privNumb + maoriNumb + private:maori","765.049392081794","16","-364.539294581043","29.5117064223393"
"model292","Surv(Erad_Time, Event) ~ dist + Buffer + maori + maoriNumb","765.066550025956","8","-374.03672328884","29.5288643665015"
"model1278","Surv(Erad_Time, Event) ~ dist + SS + landing + public + maori + maoriNumb + public:maori","765.08521607423","11","-370.613030572326","29.547530414775"
"model1919","Surv(Erad_Time, Event) ~ area + SS + Buffer + landing + public + private + maori + public:private:maori","765.128082021588","17","-363.314041010794","29.5903963621334"
"model2217","Surv(Erad_Time, Event) ~ dist + area + landing + public + private + maori + privNumb + maoriNumb + area:privNumb","765.207523923033","17","-363.353761961516","29.6698382635777"
"model1725","Surv(Erad_Time, Event) ~ dist + area + SS + public + private + maori + maoriNumb + private:maori","765.208675788784","12","-369.497954915668","29.6709901293287"
"model640","Surv(Erad_Time, Event) ~ dist + area + private + maori + maoriNumb + private:maori","765.212833773348","10","-371.837186117443","29.6751481138933"
"model1875","Surv(Erad_Time, Event) ~ dist + SS + landing + public + private + maori + maoriNumb + public:maori","765.304353145001","12","-369.545793593777","29.7666674855458"
"model557","Surv(Erad_Time, Event) ~ dist + area + SS + landing + privNumb + area:privNumb","765.327897716313","12","-369.557565879433","29.7902120568583"
"model2358","Surv(Erad_Time, Event) ~ dist + area + SS + landing + public + private + maori + privNumb + maoriNumb + public:private","765.331688598305","16","-364.680442839299","29.7940029388503"
"model1293","Surv(Erad_Time, Event) ~ dist + SS + public + private + maori + maoriNumb + public:maori","765.378935106981","11","-370.759890088702","29.8412494475263"
"model625","Surv(Erad_Time, Event) ~ dist + area + public + private + maoriNumb","765.392962900154","9","-373.071481450077","29.8552772406988"
"model1099","Surv(Erad_Time, Event) ~ dist + area + SS + landing + maori + maoriNumb","765.405066118164","10","-371.933302289851","29.867380458709"
"model1817","Surv(Erad_Time, Event) ~ dist + area + landing + public + maori + privNumb + maoriNumb + area:privNumb + public:maori","765.424368033539","17","-363.462184016769","29.8866823740838"
"model639","Surv(Erad_Time, Event) ~ dist + area + private + maori + maoriNumb","765.488884882545","9","-373.119442441273","29.9511992230906"
"model1297","Surv(Erad_Time, Event) ~ dist + SS + public + private + privNumb + maoriNumb + public:private","765.496017763449","13","-368.448008881725","29.9583321039946"
"model1705","Surv(Erad_Time, Event) ~ dist + area + SS + landing + private + maori + privNumb + area:privNumb + private:maori","765.572442342326","15","-366.04709073638","30.0347566828714"
"model2357","Surv(Erad_Time, Event) ~ dist + area + SS + landing + public + private + maori + privNumb + maoriNumb + area:privNumb","765.623593944201","18","-362.278463638767","30.0859082847464"
"model1301","Surv(Erad_Time, Event) ~ dist + SS + private + maori + privNumb + maoriNumb + private:maori","765.663242428565","13","-368.531621214282","30.1255567691097"
"model1883","Surv(Erad_Time, Event) ~ dist + SS + landing + private + maori + privNumb + maoriNumb + private:maori","765.679058195438","14","-367.328737730813","30.1413725359834"
"model633","Surv(Erad_Time, Event) ~ dist + area + public + privNumb + maoriNumb","765.682721385733","11","-370.911783228078","30.1450357262786"
"model1288","Surv(Erad_Time, Event) ~ dist + SS + public + private + maori + privNumb + public:maori","765.69421968027","11","-370.917532375346","30.1565340208151"
"model1735","Surv(Erad_Time, Event) ~ dist + area + SS + private + maori + privNumb + maoriNumb","765.71968880414","13","-368.55984440207","30.182003144685"
"model1129","Surv(Erad_Time, Event) ~ dist + area + SS + maori + privNumb + maoriNumb","765.726397070734","12","-369.756815556644","30.1887114112795"
"model1884","Surv(Erad_Time, Event) ~ dist + SS + public + private + maori + privNumb + maoriNumb","765.727161969786","13","-368.563580984893","30.1894763103315"
"model1289","Surv(Erad_Time, Event) ~ dist + SS + public + private + maori + privNumb + private:maori","765.734823220104","11","-370.937834145263","30.1971375606489"
"model2218","Surv(Erad_Time, Event) ~ dist + area + landing + public + private + maori + privNumb + maoriNumb + public:private","765.78052608998","15","-366.151132610207","30.2428404305251"
"model1722","Surv(Erad_Time, Event) ~ dist + area + SS + public + private + maori + maoriNumb","765.789611711581","11","-370.965228391002","30.2519260521261"
"model77","Surv(Erad_Time, Event) ~ dist + Buffer + landing","765.801874735321","5","-377.698234664958","30.2641890758657"
"model1123","Surv(Erad_Time, Event) ~ dist + area + SS + private + maori + privNumb + private:maori","765.805643155015","11","-370.973244112719","30.2679574955604"
"model215","Surv(Erad_Time, Event) ~ dist + area + SS + landing","765.898005001921","6","-376.663288215246","30.3603193424661"
"model2351","Surv(Erad_Time, Event) ~ dist + area + SS + Buffer + public + private + maori + privNumb + maoriNumb + public:private:maori","765.905781799336","23","-355.706737053514","30.3680961398809"
"model2164","Surv(Erad_Time, Event) ~ dist + area + SS + landing + public + maori + privNumb + maoriNumb + area:privNumb + public:maori","765.92923867765","18","-362.431286005492","30.3915530181956"
"model2375","Surv(Erad_Time, Event) ~ dist + area + Buffer + landing + public + private + maori + privNumb + maoriNumb + area:privNumb + public:private:maori","765.962022884085","26","-351.453452386924","30.42433722463"
"model2044","Surv(Erad_Time, Event) ~ area + Buffer + public + private + maori + privNumb + maoriNumb + area:privNumb + public:private:maori","766.160041009383","24","-354.428857713994","30.6223553499281"
"model613","Surv(Erad_Time, Event) ~ dist + area + landing + maori + maoriNumb","766.171790210107","9","-373.460895105054","30.6341045506526"
"model631","Surv(Erad_Time, Event) ~ dist + area + public + maori + maoriNumb","766.191833170151","9","-373.470916585075","30.6541475106958"
"model1206","Surv(Erad_Time, Event) ~ dist + area + public + private + maori + privNumb","766.221457097934","10","-372.341497779736","30.6837714384793"
"model2211","Surv(Erad_Time, Event) ~ dist + area + Buffer + public + private + maori + privNumb + maoriNumb + public:private:maori","766.225268205557","22","-357.250038682931","30.6875825461026"
"model629","Surv(Erad_Time, Event) ~ dist + area + public + maori + privNumb + public:maori","766.231093834215","10","-372.346316147877","30.6934081747605"
"model450","Surv(Erad_Time, Event) ~ SS + landing + private + maori","766.243090173397","6","-376.835830800984","30.7054045139417"
"model1723","Surv(Erad_Time, Event) ~ dist + area + SS + public + private + maori + maoriNumb + public:private","766.277688851541","12","-370.032461447047","30.7400031920865"
"model232","Surv(Erad_Time, Event) ~ dist + area + landing + privNumb","766.284468140336","8","-374.64568234603","30.7467824808813"
"model1727","Surv(Erad_Time, Event) ~ dist + area + SS + public + private + privNumb + maoriNumb","766.297834252123","13","-368.848917126061","30.7601485926679"
"model1714","Surv(Erad_Time, Event) ~ dist + area + SS + public + private + maori + privNumb + public:private","766.329741614718","12","-370.058487828636","30.7920559552632"
"model18","Surv(Erad_Time, Event) ~ dist + maori","766.330978363903","4","-379.031260994032","30.7932927044477"
"model1583","Surv(Erad_Time, Event) ~ SS + Buffer + public + private + maori + maoriNumb + public:private:maori","766.342531439924","18","-362.637932386628","30.8048457804688"
"model855","Surv(Erad_Time, Event) ~ area + Buffer + public + private + maori + public:private:maori","766.401501545783","15","-366.461620338109","30.863815886328"
"model1299","Surv(Erad_Time, Event) ~ dist + SS + public + maori + privNumb + maoriNumb + public:maori","766.405693207655","13","-368.902846603827","30.8680075481997"
"model572","Surv(Erad_Time, Event) ~ dist + area + SS + maori + privNumb + area:privNumb","766.592481930364","12","-370.189857986459","31.054796270909"
"model1110","Surv(Erad_Time, Event) ~ dist + area + SS + public + private + privNumb + area:privNumb + public:private","766.609898031116","14","-367.794157648652","31.0722123716613"
"model300","Surv(Erad_Time, Event) ~ dist + landing + private + maori","766.614929432332","6","-377.021750430452","31.0772437728771"
"model1314","Surv(Erad_Time, Event) ~ dist + Buffer + landing + public + maori + maoriNumb + public:maori","766.648188632435","11","-371.394516851429","31.1105029729804"
"model623","Surv(Erad_Time, Event) ~ dist + area + public + private + privNumb + public:private","766.649434556581","10","-372.55548650906","31.1117488971265"
"model2247","Surv(Erad_Time, Event) ~ dist + SS + landing + public + private + maori + privNumb + maoriNumb","766.665180438903","14","-367.821798852545","31.1274947794484"
"model635","Surv(Erad_Time, Event) ~ dist + area + private + maori + privNumb","766.684599161623","9","-373.717299580812","31.1469135021686"
"model1731","Surv(Erad_Time, Event) ~ dist + area + SS + public + maori + privNumb + maoriNumb","766.716799647779","13","-369.058399823889","31.1791139883239"
"model1199","Surv(Erad_Time, Event) ~ dist + area + landing + private + maori + privNumb + area:privNumb + private:maori","766.785527670713","14","-367.88197246845","31.2478420112583"
"model626","Surv(Erad_Time, Event) ~ dist + area + public + private + maoriNumb + public:private","766.819313240155","10","-372.640425850847","31.2816275807003"
"model1819","Surv(Erad_Time, Event) ~ dist + area + landing + private + maori + privNumb + maoriNumb + area:privNumb","766.831721149594","16","-365.430459114943","31.294035490139"
"model632","Surv(Erad_Time, Event) ~ dist + area + public + maori + maoriNumb + public:maori","766.870495415209","10","-372.666016938374","31.3328097557541"
"model1715","Surv(Erad_Time, Event) ~ dist + area + SS + public + private + maori + privNumb + public:maori","766.955041734543","12","-370.371137888548","31.4173560750877"
"model1716","Surv(Erad_Time, Event) ~ dist + area + SS + public + private + maori + privNumb + private:maori","766.98618809492","12","-370.386711068736","31.4485024354648"
"model2364","Surv(Erad_Time, Event) ~ dist + area + SS + landing + public + private + maori + privNumb + maoriNumb + area:privNumb + private:maori","767.052039151764","19","-361.69019868036","31.5143534923096"
"model1620","Surv(Erad_Time, Event) ~ Buffer + landing + public + private + maori + maoriNumb + public:private:maori","767.195553539206","18","-363.06444343627","31.6578678797511"
"model2363","Surv(Erad_Time, Event) ~ dist + area + SS + landing + public + private + maori + privNumb + maoriNumb + area:privNumb + public:maori","767.22250061535","19","-361.775429412153","31.684814955895"
"model2166","Surv(Erad_Time, Event) ~ dist + area + SS + landing + private + maori + privNumb + maoriNumb + area:privNumb","767.274432616179","17","-364.387216308089","31.7367469567237"
"model1216","Surv(Erad_Time, Event) ~ dist + area + public + private + maori + maoriNumb","767.306816197679","10","-372.884177329609","31.7691305382242"
"model575","Surv(Erad_Time, Event) ~ dist + area + SS + privNumb + maoriNumb + area:privNumb","767.358320427587","14","-368.168368846887","31.8206347681318"
"model2224","Surv(Erad_Time, Event) ~ dist + area + landing + public + private + maori + privNumb + maoriNumb + area:privNumb + private:maori","767.401286686573","18","-363.167310009953","31.8636010271182"
"model1219","Surv(Erad_Time, Event) ~ dist + area + public + private + maori + maoriNumb + private:maori","767.556572860136","11","-371.848708965279","32.0188872006812"
"model1713","Surv(Erad_Time, Event) ~ dist + area + SS + public + private + maori + privNumb + area:privNumb","767.601769324149","14","-368.290093295168","32.0640836646945"
"model643","Surv(Erad_Time, Event) ~ dist + area + maori + privNumb + maoriNumb","767.643488743731","11","-371.892166907077","32.105803084276"
"model34","Surv(Erad_Time, Event) ~ SS + maori","767.644174425474","4","-379.687859024818","32.1064887660192"
"model641","Surv(Erad_Time, Event) ~ dist + area + private + privNumb + maoriNumb","767.676665853146","11","-371.908755461784","32.1389801936916"
"model2223","Surv(Erad_Time, Event) ~ dist + area + landing + public + private + maori + privNumb + maoriNumb + area:privNumb + public:maori","767.69047052947","18","-363.311901931402","32.1527848700152"
"model1120","Surv(Erad_Time, Event) ~ dist + area + SS + public + privNumb + maoriNumb + area:privNumb","767.705323950772","15","-367.113531540603","32.1676382913173"
"model1095","Surv(Erad_Time, Event) ~ dist + area + SS + landing + private + privNumb + area:privNumb","767.712181753319","13","-369.55609087666","32.1744960938645"
"model12","Surv(Erad_Time, Event) ~ dist + area","767.761190336988","4","-379.746366980575","32.2235046775332"
"model5","Surv(Erad_Time, Event) ~ Buffer","767.806492160208","3","-380.823246080104","32.2688065007536"
"model2222","Surv(Erad_Time, Event) ~ dist + area + landing + public + private + maori + privNumb + maoriNumb + area:privNumb + public:private","767.820163798333","18","-363.376748565833","32.2824781388784"
"model1729","Surv(Erad_Time, Event) ~ dist + area + SS + public + private + privNumb + maoriNumb + public:private","767.881895806091","14","-368.430156536139","32.3442101466362"
"model446","Surv(Erad_Time, Event) ~ SS + landing + public + maori","767.894580747113","6","-377.661576087842","32.3568950876581"
"model240","Surv(Erad_Time, Event) ~ dist + area + public + privNumb + area:privNumb","767.901928427523","11","-372.021386748973","32.3642427680678"
"model1879","Surv(Erad_Time, Event) ~ dist + SS + landing + public + private + privNumb + maoriNumb + public:private","767.905308911906","14","-368.441863089047","32.3676232524516"
"model608","Surv(Erad_Time, Event) ~ dist + area + landing + private + privNumb","767.926633668859","9","-374.33831683443","32.3889480094047"
"model1885","Surv(Erad_Time, Event) ~ dist + SS + public + private + maori + privNumb + maoriNumb + public:private","767.929486731123","14","-368.453951998655","32.3918010716683"
"model1221","Surv(Erad_Time, Event) ~ dist + area + public + private + privNumb + maoriNumb","767.952127928438","12","-370.869680985496","32.4144422689836"
"model622","Surv(Erad_Time, Event) ~ dist + area + public + private + privNumb + area:privNumb","767.963677619735","12","-370.875455831144","32.4259919602798"
"model453","Surv(Erad_Time, Event) ~ SS + landing + private + maoriNumb","767.975456881122","8","-375.491176716423","32.4377712216672"
"model2362","Surv(Erad_Time, Event) ~ dist + area + SS + landing + public + private + maori + privNumb + maoriNumb + area:privNumb + public:private","767.982737171024","19","-362.15554768999","32.4450515115691"
"model451","Surv(Erad_Time, Event) ~ SS + landing + private + maori + private:maori","767.987934329836","7","-376.610405521082","32.4502486703809"
"model1208","Surv(Erad_Time, Event) ~ dist + area + public + private + maori + privNumb + public:private","768.075557340593","11","-372.108201205508","32.5378716811379"
"model953","Surv(Erad_Time, Event) ~ SS + Buffer + public + private + maori + public:private:maori","768.080066577334","15","-367.300902853884","32.5423809178793"
"model1886","Surv(Erad_Time, Event) ~ dist + SS + public + private + maori + privNumb + maoriNumb + public:maori","768.115046752949","14","-368.546732009568","32.5773610934942"
"model296","Surv(Erad_Time, Event) ~ dist + landing + public + maori","768.119129616142","6","-377.773850522357","32.5814439566875"
"model1887","Surv(Erad_Time, Event) ~ dist + SS + public + private + maori + privNumb + maoriNumb + private:maori","768.164472677116","14","-368.571444971651","32.6267870176608"
"model1465","Surv(Erad_Time, Event) ~ area + Buffer + landing + public + private + maori + public:private:maori","768.169167514773","16","-366.099182297533","32.6314818553184"
"model2262","Surv(Erad_Time, Event) ~ area + SS + Buffer + landing + public + private + maori + privNumb + public:private:maori","768.221732401037","20","-360.952971463676","32.6840467415819"
"model301","Surv(Erad_Time, Event) ~ dist + landing + private + maori + private:maori","768.223747077122","7","-376.728311894725","32.6860614176672"
"model306","Surv(Erad_Time, Event) ~ dist + landing + privNumb + maoriNumb","768.274106914643","10","-373.367822688091","32.7364212551881"
"model795","Surv(Erad_Time, Event) ~ area + SS + landing + private + maori","768.304349834717","7","-376.768613273523","32.7666641752622"
"model85","Surv(Erad_Time, Event) ~ dist + landing + maori","768.312212649829","5","-378.953403622212","32.7745269903743"
"model94","Surv(Erad_Time, Event) ~ dist + private + maori","768.313320374414","5","-378.953957484504","32.7756347149591"
"model2168","Surv(Erad_Time, Event) ~ dist + area + SS + landing + private + maori + privNumb + maoriNumb + area:privNumb + private:maori","768.313473036254","18","-363.623403184794","32.7757873767993"
"model90","Surv(Erad_Time, Event) ~ dist + public + maori","768.348089103039","5","-378.971341848817","32.8104034435842"
